k,trainingSize,testingSize,correct_over_total
3,0.1,0.9,0.89
4,0.1,0.9,0.76
5,0.1,0.9,0.89
6,0.1,0.9,0.52
7,0.1,0.9,0.65
8,0.1,0.9,0.63
9,0.1,0.9,0.65
10,0.1,0.9,0.32
11,0.1,0.9,0.33
12,0.1,0.9,0.32
3,0.1,0.9,0.85
4,0.1,0.9,0.86
5,0.1,0.9,0.93
6,0.1,0.9,0.54
7,0.1,0.9,0.63
8,0.1,0.9,0.48
9,0.1,0.9,0.64
10,0.1,0.9,0.42
11,0.1,0.9,0.32
12,0.1,0.9,0.61
3,0.1,0.9,0.89
4,0.1,0.9,0.44
5,0.1,0.9,0.93
6,0.1,0.9,0.84
7,0.1,0.9,0.30
8,0.1,0.9,0.43
9,0.1,0.9,0.65
10,0.1,0.9,0.54
11,0.1,0.9,0.32
12,0.1,0.9,0.65
3,0.1,0.9,0.89
4,0.1,0.9,0.87
5,0.1,0.9,0.90
6,0.1,0.9,0.88
7,0.1,0.9,0.57
8,0.1,0.9,0.57
9,0.1,0.9,0.64
10,0.1,0.9,0.32
11,0.1,0.9,0.32
12,0.1,0.9,0.63
3,0.1,0.9,0.91
4,0.1,0.9,0.78
5,0.1,0.9,0.93
6,0.1,0.9,0.66
7,0.1,0.9,0.88
8,0.1,0.9,0.88
9,0.1,0.9,0.64
10,0.1,0.9,0.37
11,0.1,0.9,0.32
12,0.1,0.9,0.32
3,0.1,0.9,0.90
4,0.1,0.9,0.93
5,0.1,0.9,0.88
6,0.1,0.9,0.88
7,0.1,0.9,0.64
8,0.1,0.9,0.65
9,0.1,0.9,0.57
10,0.1,0.9,0.70
11,0.1,0.9,0.64
12,0.1,0.9,0.32
3,0.1,0.9,0.90
4,0.1,0.9,0.66
5,0.1,0.9,0.95
6,0.1,0.9,0.48
7,0.1,0.9,0.64
8,0.1,0.9,0.54
9,0.1,0.9,0.45
10,0.1,0.9,0.57
11,0.1,0.9,0.54
12,0.1,0.9,0.46
3,0.1,0.9,0.86
4,0.1,0.9,0.89
5,0.1,0.9,0.93
6,0.1,0.9,0.65
7,0.1,0.9,0.88
8,0.1,0.9,0.63
9,0.1,0.9,0.65
10,0.1,0.9,0.65
11,0.1,0.9,0.32
12,0.1,0.9,0.51
3,0.1,0.9,0.96
4,0.1,0.9,0.79
5,0.1,0.9,0.64
6,0.1,0.9,0.90
7,0.1,0.9,0.92
8,0.1,0.9,0.31
9,0.1,0.9,0.54
10,0.1,0.9,0.30
11,0.1,0.9,0.32
12,0.1,0.9,0.37
3,0.1,0.9,0.95
4,0.1,0.9,0.92
5,0.1,0.9,0.76
6,0.1,0.9,0.65
7,0.1,0.9,0.50
8,0.1,0.9,0.54
9,0.1,0.9,0.32
10,0.1,0.9,0.52
11,0.1,0.9,0.63
12,0.1,0.9,0.65
3,0.1,0.9,0.89
4,0.1,0.9,0.94
5,0.1,0.9,0.63
6,0.1,0.9,0.61
7,0.1,0.9,0.90
8,0.1,0.9,0.60
9,0.1,0.9,0.77
10,0.1,0.9,0.69
11,0.1,0.9,0.38
12,0.1,0.9,0.31
3,0.1,0.9,0.90
4,0.1,0.9,0.63
5,0.1,0.9,0.90
6,0.1,0.9,0.85
7,0.1,0.9,0.63
8,0.1,0.9,0.54
9,0.1,0.9,0.65
10,0.1,0.9,0.32
11,0.1,0.9,0.38
12,0.1,0.9,0.32
3,0.1,0.9,0.96
4,0.1,0.9,0.90
5,0.1,0.9,0.88
6,0.1,0.9,0.89
7,0.1,0.9,0.63
8,0.1,0.9,0.65
9,0.1,0.9,0.70
10,0.1,0.9,0.64
11,0.1,0.9,0.32
12,0.1,0.9,0.32
3,0.1,0.9,0.94
4,0.1,0.9,0.90
5,0.1,0.9,0.93
6,0.1,0.9,0.64
7,0.1,0.9,0.64
8,0.1,0.9,0.46
9,0.1,0.9,0.69
10,0.1,0.9,0.32
11,0.1,0.9,0.30
12,0.1,0.9,0.65
3,0.1,0.9,0.89
4,0.1,0.9,0.88
5,0.1,0.9,0.93
6,0.1,0.9,0.63
7,0.1,0.9,0.64
8,0.1,0.9,0.70
9,0.1,0.9,0.86
10,0.1,0.9,0.64
11,0.1,0.9,0.31
12,0.1,0.9,0.65
3,0.1,0.9,0.93
4,0.1,0.9,0.90
5,0.1,0.9,0.77
6,0.1,0.9,0.55
7,0.1,0.9,0.88
8,0.1,0.9,0.32
9,0.1,0.9,0.65
10,0.1,0.9,0.33
11,0.1,0.9,0.32
12,0.1,0.9,0.67
3,0.1,0.9,0.93
4,0.1,0.9,0.90
5,0.1,0.9,0.64
6,0.1,0.9,0.79
7,0.1,0.9,0.88
8,0.1,0.9,0.64
9,0.1,0.9,0.61
10,0.1,0.9,0.32
11,0.1,0.9,0.67
12,0.1,0.9,0.45
3,0.1,0.9,0.87
4,0.1,0.9,0.89
5,0.1,0.9,0.93
6,0.1,0.9,0.86
7,0.1,0.9,0.93
8,0.1,0.9,0.54
9,0.1,0.9,0.64
10,0.1,0.9,0.54
11,0.1,0.9,0.32
12,0.1,0.9,0.32
3,0.1,0.9,0.96
4,0.1,0.9,0.88
5,0.1,0.9,0.81
6,0.1,0.9,0.88
7,0.1,0.9,0.86
8,0.1,0.9,0.51
9,0.1,0.9,0.64
10,0.1,0.9,0.32
11,0.1,0.9,0.65
12,0.1,0.9,0.31
3,0.1,0.9,0.89
4,0.1,0.9,0.74
5,0.1,0.9,0.85
6,0.1,0.9,0.90
7,0.1,0.9,0.55
8,0.1,0.9,0.32
9,0.1,0.9,0.65
10,0.1,0.9,0.58
11,0.1,0.9,0.61
12,0.1,0.9,0.33
3,0.1,0.9,0.92
4,0.1,0.9,0.85
5,0.1,0.9,0.66
6,0.1,0.9,0.93
7,0.1,0.9,0.93
8,0.1,0.9,0.65
9,0.1,0.9,0.65
10,0.1,0.9,0.64
11,0.1,0.9,0.51
12,0.1,0.9,0.54
3,0.1,0.9,0.92
4,0.1,0.9,0.89
5,0.1,0.9,0.63
6,0.1,0.9,0.87
7,0.1,0.9,0.87
8,0.1,0.9,0.68
9,0.1,0.9,0.30
10,0.1,0.9,0.33
11,0.1,0.9,0.52
12,0.1,0.9,0.76
3,0.1,0.9,0.93
4,0.1,0.9,0.97
5,0.1,0.9,0.90
6,0.1,0.9,0.89
7,0.1,0.9,0.64
8,0.1,0.9,0.65
9,0.1,0.9,0.29
10,0.1,0.9,0.32
11,0.1,0.9,0.64
12,0.1,0.9,0.64
3,0.1,0.9,0.93
4,0.1,0.9,0.90
5,0.1,0.9,0.64
6,0.1,0.9,0.65
7,0.1,0.9,0.63
8,0.1,0.9,0.50
9,0.1,0.9,0.65
10,0.1,0.9,0.63
11,0.1,0.9,0.62
12,0.1,0.9,0.33
3,0.1,0.9,0.94
4,0.1,0.9,0.93
5,0.1,0.9,0.92
6,0.1,0.9,0.91
7,0.1,0.9,0.94
8,0.1,0.9,0.65
9,0.1,0.9,0.56
10,0.1,0.9,0.32
11,0.1,0.9,0.35
12,0.1,0.9,0.32
3,0.1,0.9,0.65
4,0.1,0.9,0.90
5,0.1,0.9,0.90
6,0.1,0.9,0.65
7,0.1,0.9,0.81
8,0.1,0.9,0.64
9,0.1,0.9,0.34
10,0.1,0.9,0.62
11,0.1,0.9,0.32
12,0.1,0.9,0.48
3,0.1,0.9,0.93
4,0.1,0.9,0.59
5,0.1,0.9,0.89
6,0.1,0.9,0.53
7,0.1,0.9,0.52
8,0.1,0.9,0.65
9,0.1,0.9,0.65
10,0.1,0.9,0.65
11,0.1,0.9,0.62
12,0.1,0.9,0.64
3,0.1,0.9,0.82
4,0.1,0.9,0.90
5,0.1,0.9,0.92
6,0.1,0.9,0.65
7,0.1,0.9,0.45
8,0.1,0.9,0.63
9,0.1,0.9,0.64
10,0.1,0.9,0.32
11,0.1,0.9,0.38
12,0.1,0.9,0.63
3,0.1,0.9,0.95
4,0.1,0.9,0.89
5,0.1,0.9,0.88
6,0.1,0.9,0.64
7,0.1,0.9,0.52
8,0.1,0.9,0.64
9,0.1,0.9,0.67
10,0.1,0.9,0.58
11,0.1,0.9,0.32
12,0.1,0.9,0.66
3,0.1,0.9,0.78
4,0.1,0.9,0.53
5,0.1,0.9,0.91
6,0.1,0.9,0.93
7,0.1,0.9,0.48
8,0.1,0.9,0.64
9,0.1,0.9,0.64
10,0.1,0.9,0.55
11,0.1,0.9,0.38
12,0.1,0.9,0.46
3,0.1,0.9,0.96
4,0.1,0.9,0.68
5,0.1,0.9,0.94
6,0.1,0.9,0.65
7,0.1,0.9,0.64
8,0.1,0.9,0.81
9,0.1,0.9,0.64
10,0.1,0.9,0.31
11,0.1,0.9,0.65
12,0.1,0.9,0.31
3,0.1,0.9,0.96
4,0.1,0.9,0.86
5,0.1,0.9,0.91
6,0.1,0.9,0.63
7,0.1,0.9,0.64
8,0.1,0.9,0.65
9,0.1,0.9,0.48
10,0.1,0.9,0.32
11,0.1,0.9,0.68
12,0.1,0.9,0.32
3,0.1,0.9,0.90
4,0.1,0.9,0.82
5,0.1,0.9,0.96
6,0.1,0.9,0.87
7,0.1,0.9,0.70
8,0.1,0.9,0.89
9,0.1,0.9,0.63
10,0.1,0.9,0.32
11,0.1,0.9,0.36
12,0.1,0.9,0.29
3,0.1,0.9,0.93
4,0.1,0.9,0.88
5,0.1,0.9,0.89
6,0.1,0.9,0.82
7,0.1,0.9,0.70
8,0.1,0.9,0.85
9,0.1,0.9,0.64
10,0.1,0.9,0.29
11,0.1,0.9,0.48
12,0.1,0.9,0.31
3,0.1,0.9,0.93
4,0.1,0.9,0.91
5,0.1,0.9,0.95
6,0.1,0.9,0.85
7,0.1,0.9,0.64
8,0.1,0.9,0.68
9,0.1,0.9,0.64
10,0.1,0.9,0.32
11,0.1,0.9,0.65
12,0.1,0.9,0.29
3,0.1,0.9,0.88
4,0.1,0.9,0.96
5,0.1,0.9,0.90
6,0.1,0.9,0.63
7,0.1,0.9,0.88
8,0.1,0.9,0.65
9,0.1,0.9,0.74
10,0.1,0.9,0.82
11,0.1,0.9,0.65
12,0.1,0.9,0.65
3,0.1,0.9,0.92
4,0.1,0.9,0.90
5,0.1,0.9,0.85
6,0.1,0.9,0.79
7,0.1,0.9,0.63
8,0.1,0.9,0.91
9,0.1,0.9,0.64
10,0.1,0.9,0.33
11,0.1,0.9,0.33
12,0.1,0.9,0.32
3,0.1,0.9,0.85
4,0.1,0.9,0.90
5,0.1,0.9,0.90
6,0.1,0.9,0.90
7,0.1,0.9,0.64
8,0.1,0.9,0.63
9,0.1,0.9,0.38
10,0.1,0.9,0.32
11,0.1,0.9,0.30
12,0.1,0.9,0.32
3,0.1,0.9,0.93
4,0.1,0.9,0.95
5,0.1,0.9,0.92
6,0.1,0.9,0.63
7,0.1,0.9,0.85
8,0.1,0.9,0.65
9,0.1,0.9,0.76
10,0.1,0.9,0.64
11,0.1,0.9,0.46
12,0.1,0.9,0.64
3,0.1,0.9,0.96
4,0.1,0.9,0.83
5,0.1,0.9,0.93
6,0.1,0.9,0.64
7,0.1,0.9,0.85
8,0.1,0.9,0.47
9,0.1,0.9,0.30
10,0.1,0.9,0.79
11,0.1,0.9,0.32
12,0.1,0.9,0.53
3,0.2,0.8,0.90
4,0.2,0.8,0.87
5,0.2,0.8,0.95
6,0.2,0.8,0.92
7,0.2,0.8,0.93
8,0.2,0.8,0.75
9,0.2,0.8,0.91
10,0.2,0.8,0.84
11,0.2,0.8,0.89
12,0.2,0.8,0.88
3,0.2,0.8,0.96
4,0.2,0.8,0.83
5,0.2,0.8,0.96
6,0.2,0.8,0.93
7,0.2,0.8,0.93
8,0.2,0.8,0.97
9,0.2,0.8,0.92
10,0.2,0.8,0.95
11,0.2,0.8,0.91
12,0.2,0.8,0.88
3,0.2,0.8,0.91
4,0.2,0.8,0.97
5,0.2,0.8,0.93
6,0.2,0.8,0.96
7,0.2,0.8,0.95
8,0.2,0.8,0.91
9,0.2,0.8,0.94
10,0.2,0.8,0.94
11,0.2,0.8,0.93
12,0.2,0.8,0.90
3,0.2,0.8,0.94
4,0.2,0.8,0.92
5,0.2,0.8,0.92
6,0.2,0.8,0.95
7,0.2,0.8,0.94
8,0.2,0.8,0.79
9,0.2,0.8,0.93
10,0.2,0.8,0.90
11,0.2,0.8,0.95
12,0.2,0.8,0.95
3,0.2,0.8,0.92
4,0.2,0.8,0.98
5,0.2,0.8,0.90
6,0.2,0.8,0.93
7,0.2,0.8,0.96
8,0.2,0.8,0.98
9,0.2,0.8,0.89
10,0.2,0.8,0.90
11,0.2,0.8,0.84
12,0.2,0.8,0.57
3,0.2,0.8,0.93
4,0.2,0.8,0.93
5,0.2,0.8,0.98
6,0.2,0.8,0.95
7,0.2,0.8,0.94
8,0.2,0.8,0.85
9,0.2,0.8,0.94
10,0.2,0.8,0.87
11,0.2,0.8,0.91
12,0.2,0.8,0.88
3,0.2,0.8,0.93
4,0.2,0.8,0.91
5,0.2,0.8,0.91
6,0.2,0.8,0.91
7,0.2,0.8,0.87
8,0.2,0.8,0.93
9,0.2,0.8,0.88
10,0.2,0.8,0.93
11,0.2,0.8,0.91
12,0.2,0.8,0.93
3,0.2,0.8,0.93
4,0.2,0.8,0.95
5,0.2,0.8,0.98
6,0.2,0.8,0.96
7,0.2,0.8,0.93
8,0.2,0.8,0.96
9,0.2,0.8,0.93
10,0.2,0.8,0.88
11,0.2,0.8,0.88
12,0.2,0.8,0.50
3,0.2,0.8,0.97
4,0.2,0.8,0.95
5,0.2,0.8,0.93
6,0.2,0.8,0.89
7,0.2,0.8,0.91
8,0.2,0.8,0.91
9,0.2,0.8,0.88
10,0.2,0.8,0.88
11,0.2,0.8,0.93
12,0.2,0.8,0.81
3,0.2,0.8,0.93
4,0.2,0.8,0.93
5,0.2,0.8,0.93
6,0.2,0.8,0.88
7,0.2,0.8,0.89
8,0.2,0.8,0.69
9,0.2,0.8,0.88
10,0.2,0.8,0.61
11,0.2,0.8,0.91
12,0.2,0.8,0.90
3,0.2,0.8,0.88
4,0.2,0.8,0.95
5,0.2,0.8,0.96
6,0.2,0.8,0.87
7,0.2,0.8,0.86
8,0.2,0.8,0.88
9,0.2,0.8,0.88
10,0.2,0.8,0.91
11,0.2,0.8,0.93
12,0.2,0.8,0.90
3,0.2,0.8,0.91
4,0.2,0.8,0.96
5,0.2,0.8,0.92
6,0.2,0.8,0.93
7,0.2,0.8,0.97
8,0.2,0.8,0.88
9,0.2,0.8,0.91
10,0.2,0.8,0.93
11,0.2,0.8,0.94
12,0.2,0.8,0.63
3,0.2,0.8,0.92
4,0.2,0.8,0.94
5,0.2,0.8,0.93
6,0.2,0.8,0.84
7,0.2,0.8,0.95
8,0.2,0.8,0.93
9,0.2,0.8,0.88
10,0.2,0.8,0.96
11,0.2,0.8,0.88
12,0.2,0.8,0.86
3,0.2,0.8,0.92
4,0.2,0.8,0.97
5,0.2,0.8,0.96
6,0.2,0.8,0.91
7,0.2,0.8,0.91
8,0.2,0.8,0.79
9,0.2,0.8,0.90
10,0.2,0.8,0.88
11,0.2,0.8,0.89
12,0.2,0.8,0.63
3,0.2,0.8,0.96
4,0.2,0.8,0.89
5,0.2,0.8,0.94
6,0.2,0.8,0.96
7,0.2,0.8,0.92
8,0.2,0.8,0.93
9,0.2,0.8,0.81
10,0.2,0.8,0.87
11,0.2,0.8,0.95
12,0.2,0.8,0.91
3,0.2,0.8,0.98
4,0.2,0.8,0.96
5,0.2,0.8,0.97
6,0.2,0.8,0.94
7,0.2,0.8,0.93
8,0.2,0.8,0.94
9,0.2,0.8,0.88
10,0.2,0.8,0.96
11,0.2,0.8,0.89
12,0.2,0.8,0.77
3,0.2,0.8,0.92
4,0.2,0.8,0.95
5,0.2,0.8,0.95
6,0.2,0.8,0.88
7,0.2,0.8,0.92
8,0.2,0.8,0.93
9,0.2,0.8,0.92
10,0.2,0.8,0.92
11,0.2,0.8,0.87
12,0.2,0.8,0.56
3,0.2,0.8,0.97
4,0.2,0.8,0.93
5,0.2,0.8,0.97
6,0.2,0.8,0.89
7,0.2,0.8,0.94
8,0.2,0.8,0.98
9,0.2,0.8,0.90
10,0.2,0.8,0.90
11,0.2,0.8,0.91
12,0.2,0.8,0.64
3,0.2,0.8,0.95
4,0.2,0.8,0.91
5,0.2,0.8,0.90
6,0.2,0.8,0.92
7,0.2,0.8,0.84
8,0.2,0.8,0.93
9,0.2,0.8,0.88
10,0.2,0.8,0.92
11,0.2,0.8,0.95
12,0.2,0.8,0.92
3,0.2,0.8,0.94
4,0.2,0.8,0.90
5,0.2,0.8,0.94
6,0.2,0.8,0.90
7,0.2,0.8,0.94
8,0.2,0.8,0.82
9,0.2,0.8,0.81
10,0.2,0.8,0.89
11,0.2,0.8,0.93
12,0.2,0.8,0.89
3,0.2,0.8,0.93
4,0.2,0.8,0.96
5,0.2,0.8,0.94
6,0.2,0.8,0.90
7,0.2,0.8,0.93
8,0.2,0.8,0.89
9,0.2,0.8,0.88
10,0.2,0.8,0.92
11,0.2,0.8,0.93
12,0.2,0.8,0.94
3,0.2,0.8,0.94
4,0.2,0.8,0.91
5,0.2,0.8,0.96
6,0.2,0.8,0.91
7,0.2,0.8,0.92
8,0.2,0.8,0.92
9,0.2,0.8,0.87
10,0.2,0.8,0.91
11,0.2,0.8,0.77
12,0.2,0.8,0.90
3,0.2,0.8,0.96
4,0.2,0.8,0.91
5,0.2,0.8,0.92
6,0.2,0.8,0.96
7,0.2,0.8,0.93
8,0.2,0.8,0.80
9,0.2,0.8,0.92
10,0.2,0.8,0.88
11,0.2,0.8,0.95
12,0.2,0.8,0.56
3,0.2,0.8,0.95
4,0.2,0.8,0.93
5,0.2,0.8,0.89
6,0.2,0.8,0.94
7,0.2,0.8,0.92
8,0.2,0.8,0.94
9,0.2,0.8,0.91
10,0.2,0.8,0.92
11,0.2,0.8,0.63
12,0.2,0.8,0.95
3,0.2,0.8,0.91
4,0.2,0.8,0.88
5,0.2,0.8,0.96
6,0.2,0.8,0.93
7,0.2,0.8,0.93
8,0.2,0.8,0.96
9,0.2,0.8,0.92
10,0.2,0.8,0.93
11,0.2,0.8,0.91
12,0.2,0.8,0.88
3,0.2,0.8,0.88
4,0.2,0.8,0.94
5,0.2,0.8,0.86
6,0.2,0.8,0.93
7,0.2,0.8,0.96
8,0.2,0.8,0.92
9,0.2,0.8,0.91
10,0.2,0.8,0.95
11,0.2,0.8,0.89
12,0.2,0.8,0.83
3,0.2,0.8,0.96
4,0.2,0.8,0.88
5,0.2,0.8,0.88
6,0.2,0.8,0.96
7,0.2,0.8,0.97
8,0.2,0.8,0.89
9,0.2,0.8,0.80
10,0.2,0.8,0.86
11,0.2,0.8,0.90
12,0.2,0.8,0.83
3,0.2,0.8,0.91
4,0.2,0.8,0.90
5,0.2,0.8,0.95
6,0.2,0.8,0.72
7,0.2,0.8,0.95
8,0.2,0.8,0.93
9,0.2,0.8,0.88
10,0.2,0.8,0.89
11,0.2,0.8,0.88
12,0.2,0.8,0.83
3,0.2,0.8,0.94
4,0.2,0.8,0.88
5,0.2,0.8,0.98
6,0.2,0.8,0.89
7,0.2,0.8,0.93
8,0.2,0.8,0.94
9,0.2,0.8,0.83
10,0.2,0.8,0.94
11,0.2,0.8,0.77
12,0.2,0.8,0.57
3,0.2,0.8,0.93
4,0.2,0.8,0.93
5,0.2,0.8,0.94
6,0.2,0.8,0.94
7,0.2,0.8,0.93
8,0.2,0.8,0.96
9,0.2,0.8,0.92
10,0.2,0.8,0.88
11,0.2,0.8,0.90
12,0.2,0.8,0.91
3,0.2,0.8,0.93
4,0.2,0.8,0.97
5,0.2,0.8,0.90
6,0.2,0.8,0.91
7,0.2,0.8,0.94
8,0.2,0.8,0.96
9,0.2,0.8,0.93
10,0.2,0.8,0.91
11,0.2,0.8,0.80
12,0.2,0.8,0.89
3,0.2,0.8,0.97
4,0.2,0.8,0.98
5,0.2,0.8,0.90
6,0.2,0.8,0.86
7,0.2,0.8,0.93
8,0.2,0.8,0.92
9,0.2,0.8,0.90
10,0.2,0.8,0.90
11,0.2,0.8,0.91
12,0.2,0.8,0.78
3,0.2,0.8,0.95
4,0.2,0.8,0.96
5,0.2,0.8,0.95
6,0.2,0.8,0.96
7,0.2,0.8,0.97
8,0.2,0.8,0.89
9,0.2,0.8,0.88
10,0.2,0.8,0.93
11,0.2,0.8,0.90
12,0.2,0.8,0.89
3,0.2,0.8,0.98
4,0.2,0.8,0.96
5,0.2,0.8,0.93
6,0.2,0.8,0.94
7,0.2,0.8,0.88
8,0.2,0.8,0.84
9,0.2,0.8,0.95
10,0.2,0.8,0.91
11,0.2,0.8,0.88
12,0.2,0.8,0.61
3,0.2,0.8,0.91
4,0.2,0.8,0.97
5,0.2,0.8,0.96
6,0.2,0.8,0.88
7,0.2,0.8,0.85
8,0.2,0.8,0.89
9,0.2,0.8,0.88
10,0.2,0.8,0.93
11,0.2,0.8,0.62
12,0.2,0.8,0.79
3,0.2,0.8,0.95
4,0.2,0.8,0.95
5,0.2,0.8,0.97
6,0.2,0.8,0.90
7,0.2,0.8,0.96
8,0.2,0.8,0.85
9,0.2,0.8,0.95
10,0.2,0.8,0.89
11,0.2,0.8,0.93
12,0.2,0.8,0.79
3,0.2,0.8,0.91
4,0.2,0.8,0.87
5,0.2,0.8,0.93
6,0.2,0.8,0.89
7,0.2,0.8,0.90
8,0.2,0.8,0.89
9,0.2,0.8,0.93
10,0.2,0.8,0.94
11,0.2,0.8,0.83
12,0.2,0.8,0.85
3,0.2,0.8,0.90
4,0.2,0.8,0.84
5,0.2,0.8,0.87
6,0.2,0.8,0.94
7,0.2,0.8,0.96
8,0.2,0.8,0.92
9,0.2,0.8,0.92
10,0.2,0.8,0.91
11,0.2,0.8,0.89
12,0.2,0.8,0.88
3,0.2,0.8,0.94
4,0.2,0.8,0.95
5,0.2,0.8,0.95
6,0.2,0.8,0.91
7,0.2,0.8,0.93
8,0.2,0.8,0.93
9,0.2,0.8,0.90
10,0.2,0.8,0.95
11,0.2,0.8,0.93
12,0.2,0.8,0.94
3,0.2,0.8,0.93
4,0.2,0.8,0.89
5,0.2,0.8,0.95
6,0.2,0.8,0.97
7,0.2,0.8,0.93
8,0.2,0.8,0.97
9,0.2,0.8,0.88
10,0.2,0.8,0.88
11,0.2,0.8,0.80
12,0.2,0.8,0.88
3,0.3,0.7,0.95
4,0.3,0.7,0.92
5,0.3,0.7,0.94
6,0.3,0.7,0.97
7,0.3,0.7,0.94
8,0.3,0.7,0.95
9,0.3,0.7,0.90
10,0.3,0.7,0.89
11,0.3,0.7,0.90
12,0.3,0.7,0.92
3,0.3,0.7,0.97
4,0.3,0.7,0.93
5,0.3,0.7,0.96
6,0.3,0.7,0.92
7,0.3,0.7,0.97
8,0.3,0.7,0.96
9,0.3,0.7,0.89
10,0.3,0.7,0.91
11,0.3,0.7,0.92
12,0.3,0.7,0.93
3,0.3,0.7,0.90
4,0.3,0.7,0.96
5,0.3,0.7,0.95
6,0.3,0.7,0.91
7,0.3,0.7,0.94
8,0.3,0.7,0.96
9,0.3,0.7,0.87
10,0.3,0.7,0.93
11,0.3,0.7,0.92
12,0.3,0.7,0.93
3,0.3,0.7,0.86
4,0.3,0.7,0.98
5,0.3,0.7,0.95
6,0.3,0.7,0.93
7,0.3,0.7,0.89
8,0.3,0.7,0.96
9,0.3,0.7,0.92
10,0.3,0.7,0.92
11,0.3,0.7,0.90
12,0.3,0.7,0.97
3,0.3,0.7,0.95
4,0.3,0.7,0.89
5,0.3,0.7,0.95
6,0.3,0.7,0.97
7,0.3,0.7,0.94
8,0.3,0.7,0.92
9,0.3,0.7,0.94
10,0.3,0.7,0.90
11,0.3,0.7,0.96
12,0.3,0.7,0.93
3,0.3,0.7,0.95
4,0.3,0.7,0.96
5,0.3,0.7,0.94
6,0.3,0.7,0.92
7,0.3,0.7,0.96
8,0.3,0.7,0.96
9,0.3,0.7,0.88
10,0.3,0.7,0.94
11,0.3,0.7,0.94
12,0.3,0.7,0.95
3,0.3,0.7,0.90
4,0.3,0.7,0.95
5,0.3,0.7,0.96
6,0.3,0.7,0.97
7,0.3,0.7,0.88
8,0.3,0.7,0.98
9,0.3,0.7,0.94
10,0.3,0.7,0.94
11,0.3,0.7,0.96
12,0.3,0.7,0.92
3,0.3,0.7,0.93
4,0.3,0.7,0.95
5,0.3,0.7,0.96
6,0.3,0.7,0.97
7,0.3,0.7,0.96
8,0.3,0.7,0.95
9,0.3,0.7,0.95
10,0.3,0.7,0.93
11,0.3,0.7,0.89
12,0.3,0.7,0.89
3,0.3,0.7,0.93
4,0.3,0.7,0.93
5,0.3,0.7,0.93
6,0.3,0.7,0.95
7,0.3,0.7,0.95
8,0.3,0.7,0.92
9,0.3,0.7,0.92
10,0.3,0.7,0.95
11,0.3,0.7,0.88
12,0.3,0.7,0.89
3,0.3,0.7,0.92
4,0.3,0.7,0.94
5,0.3,0.7,0.97
6,0.3,0.7,0.95
7,0.3,0.7,0.89
8,0.3,0.7,0.95
9,0.3,0.7,0.93
10,0.3,0.7,0.92
11,0.3,0.7,0.93
12,0.3,0.7,0.87
3,0.3,0.7,0.95
4,0.3,0.7,0.95
5,0.3,0.7,0.94
6,0.3,0.7,0.94
7,0.3,0.7,0.95
8,0.3,0.7,0.90
9,0.3,0.7,0.96
10,0.3,0.7,0.93
11,0.3,0.7,0.96
12,0.3,0.7,0.95
3,0.3,0.7,0.95
4,0.3,0.7,0.88
5,0.3,0.7,0.94
6,0.3,0.7,0.94
7,0.3,0.7,0.94
8,0.3,0.7,0.93
9,0.3,0.7,0.97
10,0.3,0.7,0.93
11,0.3,0.7,0.98
12,0.3,0.7,0.92
3,0.3,0.7,0.95
4,0.3,0.7,0.93
5,0.3,0.7,0.94
6,0.3,0.7,0.98
7,0.3,0.7,0.88
8,0.3,0.7,0.91
9,0.3,0.7,0.97
10,0.3,0.7,0.92
11,0.3,0.7,0.92
12,0.3,0.7,0.98
3,0.3,0.7,0.92
4,0.3,0.7,0.94
5,0.3,0.7,0.94
6,0.3,0.7,0.89
7,0.3,0.7,0.95
8,0.3,0.7,0.90
9,0.3,0.7,0.90
10,0.3,0.7,0.85
11,0.3,0.7,0.90
12,0.3,0.7,0.97
3,0.3,0.7,0.95
4,0.3,0.7,0.96
5,0.3,0.7,0.95
6,0.3,0.7,0.92
7,0.3,0.7,0.92
8,0.3,0.7,0.90
9,0.3,0.7,0.93
10,0.3,0.7,0.91
11,0.3,0.7,0.89
12,0.3,0.7,0.85
3,0.3,0.7,0.95
4,0.3,0.7,0.97
5,0.3,0.7,0.95
6,0.3,0.7,0.91
7,0.3,0.7,0.94
8,0.3,0.7,0.94
9,0.3,0.7,0.92
10,0.3,0.7,0.97
11,0.3,0.7,0.93
12,0.3,0.7,0.92
3,0.3,0.7,0.94
4,0.3,0.7,0.93
5,0.3,0.7,0.95
6,0.3,0.7,0.91
7,0.3,0.7,0.90
8,0.3,0.7,0.97
9,0.3,0.7,0.93
10,0.3,0.7,0.91
11,0.3,0.7,0.86
12,0.3,0.7,0.92
3,0.3,0.7,0.92
4,0.3,0.7,0.95
5,0.3,0.7,0.93
6,0.3,0.7,0.93
7,0.3,0.7,0.89
8,0.3,0.7,0.96
9,0.3,0.7,0.92
10,0.3,0.7,0.96
11,0.3,0.7,0.94
12,0.3,0.7,0.95
3,0.3,0.7,0.92
4,0.3,0.7,0.94
5,0.3,0.7,0.97
6,0.3,0.7,0.94
7,0.3,0.7,0.96
8,0.3,0.7,0.96
9,0.3,0.7,0.92
10,0.3,0.7,0.89
11,0.3,0.7,0.94
12,0.3,0.7,0.92
3,0.3,0.7,0.92
4,0.3,0.7,0.94
5,0.3,0.7,0.92
6,0.3,0.7,0.92
7,0.3,0.7,0.92
8,0.3,0.7,0.95
9,0.3,0.7,0.93
10,0.3,0.7,0.93
