processing,K,trainingSize,testingSize,ratio
normalization_balanced,6,0.6,0.4,0.92
normalization_balanced,7,0.6,0.4,0.93
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.93
normalization_balanced,10,0.6,0.4,0.93
normalization_balanced,11,0.6,0.4,0.93
normalization_balanced,12,0.6,0.4,0.93
normalization_balanced,3,0.6,0.4,0.92
normalization_balanced,4,0.6,0.4,0.93
normalization_balanced,5,0.6,0.4,0.93
normalization_balanced,6,0.6,0.4,0.94
normalization_balanced,7,0.6,0.4,0.93
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.93
normalization_balanced,10,0.6,0.4,0.94
normalization_balanced,11,0.6,0.4,0.93
normalization_balanced,12,0.6,0.4,0.93
normalization_balanced,3,0.6,0.4,0.93
normalization_balanced,4,0.6,0.4,0.91
normalization_balanced,5,0.6,0.4,0.93
normalization_balanced,6,0.6,0.4,0.93
normalization_balanced,7,0.6,0.4,0.94
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.93
normalization_balanced,10,0.6,0.4,0.94
normalization_balanced,11,0.6,0.4,0.94
normalization_balanced,12,0.6,0.4,0.93
normalization_balanced,3,0.6,0.4,0.94
normalization_balanced,4,0.6,0.4,0.93
normalization_balanced,5,0.6,0.4,0.94
normalization_balanced,6,0.6,0.4,0.93
normalization_balanced,7,0.6,0.4,0.94
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.92
normalization_balanced,10,0.6,0.4,0.95
normalization_balanced,11,0.6,0.4,0.93
normalization_balanced,12,0.6,0.4,0.94
normalization_balanced,3,0.6,0.4,0.94
normalization_balanced,4,0.6,0.4,0.93
normalization_balanced,5,0.6,0.4,0.93
normalization_balanced,6,0.6,0.4,0.93
normalization_balanced,7,0.6,0.4,0.94
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.94
normalization_balanced,10,0.6,0.4,0.95
normalization_balanced,11,0.6,0.4,0.91
normalization_balanced,12,0.6,0.4,0.93
normalization_balanced,3,0.6,0.4,0.93
normalization_balanced,4,0.6,0.4,0.93
normalization_balanced,5,0.6,0.4,0.93
normalization_balanced,6,0.6,0.4,0.93
normalization_balanced,7,0.6,0.4,0.94
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.93
normalization_balanced,10,0.6,0.4,0.93
normalization_balanced,11,0.6,0.4,0.93
normalization_balanced,12,0.6,0.4,0.93
normalization_balanced,3,0.6,0.4,0.93
normalization_balanced,4,0.6,0.4,0.93
normalization_balanced,5,0.6,0.4,0.95
normalization_balanced,6,0.6,0.4,0.93
normalization_balanced,7,0.6,0.4,0.93
normalization_balanced,8,0.6,0.4,0.94
normalization_balanced,9,0.6,0.4,0.93
normalization_balanced,10,0.6,0.4,0.94
normalization_balanced,11,0.6,0.4,0.92
normalization_balanced,12,0.6,0.4,0.94
normalization_balanced,3,0.6,0.4,0.94
normalization_balanced,4,0.6,0.4,0.94
normalization_balanced,5,0.6,0.4,0.92
normalization_balanced,6,0.6,0.4,0.93
normalization_balanced,7,0.6,0.4,0.93
normalization_balanced,8,0.6,0.4,0.93
normalization_balanced,9,0.6,0.4,0.93
normalization_balanced,10,0.6,0.4,0.94
normalization_balanced,11,0.6,0.4,0.93
normalization_balanced,12,0.6,0.4,0.91
normalization_balanced,3,0.7,0.3,0.92
normalization_balanced,4,0.7,0.3,0.93
normalization_balanced,5,0.7,0.3,0.91
normalization_balanced,6,0.7,0.3,0.93
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.94
normalization_balanced,9,0.7,0.3,0.95
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.94
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.92
normalization_balanced,5,0.7,0.3,0.94
normalization_balanced,6,0.7,0.3,0.94
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.92
normalization_balanced,9,0.7,0.3,0.93
normalization_balanced,10,0.7,0.3,0.94
normalization_balanced,11,0.7,0.3,0.92
normalization_balanced,12,0.7,0.3,0.92
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.93
normalization_balanced,5,0.7,0.3,0.94
normalization_balanced,6,0.7,0.3,0.94
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.94
normalization_balanced,9,0.7,0.3,0.94
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.94
normalization_balanced,12,0.7,0.3,0.94
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.93
normalization_balanced,5,0.7,0.3,0.94
normalization_balanced,6,0.7,0.3,0.94
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.91
normalization_balanced,9,0.7,0.3,0.93
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.92
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.92
normalization_balanced,5,0.7,0.3,0.93
normalization_balanced,6,0.7,0.3,0.92
normalization_balanced,7,0.7,0.3,0.94
normalization_balanced,8,0.7,0.3,0.94
normalization_balanced,9,0.7,0.3,0.93
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.94
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.92
normalization_balanced,5,0.7,0.3,0.93
normalization_balanced,6,0.7,0.3,0.92
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.92
normalization_balanced,9,0.7,0.3,0.93
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.93
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.91
normalization_balanced,5,0.7,0.3,0.94
normalization_balanced,6,0.7,0.3,0.92
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.93
normalization_balanced,9,0.7,0.3,0.93
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.94
normalization_balanced,12,0.7,0.3,0.92
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.93
normalization_balanced,5,0.7,0.3,0.93
normalization_balanced,6,0.7,0.3,0.93
normalization_balanced,7,0.7,0.3,0.94
normalization_balanced,8,0.7,0.3,0.93
normalization_balanced,9,0.7,0.3,0.94
normalization_balanced,10,0.7,0.3,0.93
normalization_balanced,11,0.7,0.3,0.94
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.7,0.3,0.94
normalization_balanced,4,0.7,0.3,0.93
normalization_balanced,5,0.7,0.3,0.94
normalization_balanced,6,0.7,0.3,0.92
normalization_balanced,7,0.7,0.3,0.93
normalization_balanced,8,0.7,0.3,0.93
normalization_balanced,9,0.7,0.3,0.94
normalization_balanced,10,0.7,0.3,0.95
normalization_balanced,11,0.7,0.3,0.93
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.7,0.3,0.93
normalization_balanced,4,0.7,0.3,0.93
normalization_balanced,5,0.7,0.3,0.93
normalization_balanced,6,0.7,0.3,0.93
normalization_balanced,7,0.7,0.3,0.95
normalization_balanced,8,0.7,0.3,0.92
normalization_balanced,9,0.7,0.3,0.93
normalization_balanced,10,0.7,0.3,0.94
normalization_balanced,11,0.7,0.3,0.93
normalization_balanced,12,0.7,0.3,0.93
normalization_balanced,3,0.8,0.2,0.96
normalization_balanced,4,0.8,0.2,0.93
normalization_balanced,5,0.8,0.2,0.92
normalization_balanced,6,0.8,0.2,0.90
normalization_balanced,7,0.8,0.2,0.94
normalization_balanced,8,0.8,0.2,0.93
normalization_balanced,9,0.8,0.2,0.95
normalization_balanced,10,0.8,0.2,0.92
normalization_balanced,11,0.8,0.2,0.92
normalization_balanced,12,0.8,0.2,0.94
normalization_balanced,3,0.8,0.2,0.93
normalization_balanced,4,0.8,0.2,0.94
normalization_balanced,5,0.8,0.2,0.93
normalization_balanced,6,0.8,0.2,0.94
normalization_balanced,7,0.8,0.2,0.95
normalization_balanced,8,0.8,0.2,0.94
normalization_balanced,9,0.8,0.2,0.93
normalization_balanced,10,0.8,0.2,0.94
normalization_balanced,11,0.8,0.2,0.95
normalization_balanced,12,0.8,0.2,0.93
normalization_balanced,3,0.8,0.2,0.94
normalization_balanced,4,0.8,0.2,0.93
normalization_balanced,5,0.8,0.2,0.92
normalization_balanced,6,0.8,0.2,0.94
normalization_balanced,7,0.8,0.2,0.93
normalization_balanced,8,0.8,0.2,0.92
normalization_balanced,9,0.8,0.2,0.93
normalization_balanced,10,0.8,0.2,0.95
normalization_balanced,11,0.8,0.2,0.93
normalization_balanced,12,0.8,0.2,0.92
normalization_balanced,3,0.8,0.2,0.94
normalization_balanced,4,0.8,0.2,0.92
normalization_balanced,5,0.8,0.2,0.92
normalization_balanced,6,0.8,0.2,0.95
normalization_balanced,7,0.8,0.2,0.93
normalization_balanced,8,0.8,0.2,0.93
normalization_balanced,9,0.8,0.2,0.94
normalization_balanced,10,0.8,0.2,0.93
normalization_balanced,11,0.8,0.2,0.94
normalization_balanced,12,0.8,0.2,0.93
normalization_balanced,3,0.8,0.2,0.92
normalization_balanced,4,0.8,0.2,0.93
normalization_balanced,5,0.8,0.2,0.93
normalization_balanced,6,0.8,0.2,0.93
normalization_balanced,7,0.8,0.2,0.95
normalization_balanced,8,0.8,0.2,0.92
normalization_balanced,9,0.8,0.2,0.94
normalization_balanced,10,0.8,0.2,0.94
normalization_balanced,11,0.8,0.2,0.90
normalization_balanced,12,0.8,0.2,0.92
normalization_balanced,3,0.8,0.2,0.93
normalization_balanced,4,0.8,0.2,0.90
normalization_balanced,5,0.8,0.2,0.91
normalization_balanced,6,0.8,0.2,0.93
normalization_balanced,7,0.8,0.2,0.92
normalization_balanced,8,0.8,0.2,0.93
normalization_balanced,9,0.8,0.2,0.91
normalization_balanced,10,0.8,0.2,0.95
normalization_balanced,11,0.8,0.2,0.94
normalization_balanced,12,0.8,0.2,0.91
normalization_balanced,3,0.8,0.2,0.94
normalization_balanced,4,0.8,0.2,0.91
normalization_balanced,5,0.8,0.2,0.93
normalization_balanced,6,0.8,0.2,0.93
normalization_balanced,7,0.8,0.2,0.95
normalization_balanced,8,0.8,0.2,0.93
normalization_balanced,9,0.8,0.2,0.93
normalization_balanced,10,0.8,0.2,0.95
normalization_balanced,11,0.8,0.2,0.94
normalization_balanced,12,0.8,0.2,0.93
normalization_balanced,3,0.8,0.2,0.95
normalization_balanced,4,0.8,0.2,0.92
normalization_balanced,5,0.8,0.2,0.93
normalization_balanced,6,0.8,0.2,0.95
normalization_balanced,7,0.8,0.2,0.92
normalization_balanced,8,0.8,0.2,0.95
normalization_balanced,9,0.8,0.2,0.95
normalization_balanced,10,0.8,0.2,0.94
normalization_balanced,11,0.8,0.2,0.93
normalization_balanced,12,0.8,0.2,0.94
normalization_balanced,3,0.8,0.2,0.94
normalization_balanced,4,0.8,0.2,0.93
normalization_balanced,5,0.8,0.2,0.92
normalization_balanced,6,0.8,0.2,0.92
normalization_balanced,7,0.8,0.2,0.94
normalization_balanced,8,0.8,0.2,0.93
normalization_balanced,9,0.8,0.2,0.93
normalization_balanced,10,0.8,0.2,0.93
normalization_balanced,11,0.8,0.2,0.94
normalization_balanced,12,0.8,0.2,0.93
normalization_balanced,3,0.8,0.2,0.94
normalization_balanced,4,0.8,0.2,0.92
normalization_balanced,5,0.8,0.2,0.94
normalization_balanced,6,0.8,0.2,0.92
normalization_balanced,7,0.8,0.2,0.93
normalization_balanced,8,0.8,0.2,0.93
normalization_balanced,9,0.8,0.2,0.95
normalization_balanced,10,0.8,0.2,0.93
normalization_balanced,11,0.8,0.2,0.93
normalization_balanced,12,0.8,0.2,0.93
normalization_balanced,3,0.1,0.9,0.92
normalization_balanced,4,0.1,0.9,0.92
normalization_balanced,5,0.1,0.9,0.90
normalization_balanced,6,0.1,0.9,0.91
normalization_balanced,7,0.1,0.9,0.91
normalization_balanced,8,0.1,0.9,0.89
normalization_balanced,9,0.1,0.9,0.92
normalization_balanced,10,0.1,0.9,0.92
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.90
normalization_balanced,3,0.1,0.9,0.92
normalization_balanced,4,0.1,0.9,0.92
normalization_balanced,5,0.1,0.9,0.90
normalization_balanced,6,0.1,0.9,0.92
normalization_balanced,7,0.1,0.9,0.90
normalization_balanced,8,0.1,0.9,0.90
normalization_balanced,9,0.1,0.9,0.91
normalization_balanced,10,0.1,0.9,0.91
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.90
normalization_balanced,3,0.1,0.9,0.92
normalization_balanced,4,0.1,0.9,0.91
normalization_balanced,5,0.1,0.9,0.91
normalization_balanced,6,0.1,0.9,0.90
normalization_balanced,7,0.1,0.9,0.91
normalization_balanced,8,0.1,0.9,0.90
normalization_balanced,9,0.1,0.9,0.91
normalization_balanced,10,0.1,0.9,0.90
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.90
normalization_balanced,3,0.1,0.9,0.91
normalization_balanced,4,0.1,0.9,0.92
normalization_balanced,5,0.1,0.9,0.90
normalization_balanced,6,0.1,0.9,0.90
normalization_balanced,7,0.1,0.9,0.90
normalization_balanced,8,0.1,0.9,0.91
normalization_balanced,9,0.1,0.9,0.92
normalization_balanced,10,0.1,0.9,0.91
normalization_balanced,11,0.1,0.9,0.92
normalization_balanced,12,0.1,0.9,0.92
normalization_balanced,3,0.1,0.9,0.92
normalization_balanced,4,0.1,0.9,0.90
normalization_balanced,5,0.1,0.9,0.92
normalization_balanced,6,0.1,0.9,0.91
normalization_balanced,7,0.1,0.9,0.90
normalization_balanced,8,0.1,0.9,0.89
normalization_balanced,9,0.1,0.9,0.92
normalization_balanced,10,0.1,0.9,0.92
normalization_balanced,11,0.1,0.9,0.89
normalization_balanced,12,0.1,0.9,0.92
normalization_balanced,3,0.1,0.9,0.91
normalization_balanced,4,0.1,0.9,0.91
normalization_balanced,5,0.1,0.9,0.92
normalization_balanced,6,0.1,0.9,0.90
normalization_balanced,7,0.1,0.9,0.91
normalization_balanced,8,0.1,0.9,0.90
normalization_balanced,9,0.1,0.9,0.91
normalization_balanced,10,0.1,0.9,0.92
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.88
normalization_balanced,3,0.1,0.9,0.91
normalization_balanced,4,0.1,0.9,0.91
normalization_balanced,5,0.1,0.9,0.91
normalization_balanced,6,0.1,0.9,0.91
normalization_balanced,7,0.1,0.9,0.92
normalization_balanced,8,0.1,0.9,0.91
normalization_balanced,9,0.1,0.9,0.91
normalization_balanced,10,0.1,0.9,0.91
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.91
normalization_balanced,3,0.1,0.9,0.91
normalization_balanced,4,0.1,0.9,0.91
normalization_balanced,5,0.1,0.9,0.91
normalization_balanced,6,0.1,0.9,0.91
normalization_balanced,7,0.1,0.9,0.91
normalization_balanced,8,0.1,0.9,0.90
normalization_balanced,9,0.1,0.9,0.92
normalization_balanced,10,0.1,0.9,0.90
normalization_balanced,11,0.1,0.9,0.92
normalization_balanced,12,0.1,0.9,0.91
normalization_balanced,3,0.1,0.9,0.92
normalization_balanced,4,0.1,0.9,0.92
normalization_balanced,5,0.1,0.9,0.92
normalization_balanced,6,0.1,0.9,0.91
normalization_balanced,7,0.1,0.9,0.91
normalization_balanced,8,0.1,0.9,0.92
normalization_balanced,9,0.1,0.9,0.91
normalization_balanced,10,0.1,0.9,0.92
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.90
normalization_balanced,3,0.1,0.9,0.91
normalization_balanced,4,0.1,0.9,0.89
normalization_balanced,5,0.1,0.9,0.90
normalization_balanced,6,0.1,0.9,0.91
normalization_balanced,7,0.1,0.9,0.92
normalization_balanced,8,0.1,0.9,0.91
normalization_balanced,9,0.1,0.9,0.92
normalization_balanced,10,0.1,0.9,0.90
normalization_balanced,11,0.1,0.9,0.91
normalization_balanced,12,0.1,0.9,0.90
