test_courriel_ID,training_courriel_ID,distance,type
2551.3b1f94418de5bd544c977b44bcc7e740,0231.30ae582570716a95e79c87a2de31cb30,18.70828693,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0331.1de50a02d91a4e0c6daf5e2cc28a60c6,16.82260384,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0008.9562918b57e044abfbce260cc875acde,25.13961018,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0396.8ea0610e30c94adefd9b3489df436ad9,17.8325545,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0387.c2b993b46377256bdcb2314c2553b6f0,15.8113883,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0332.b82bddb316d2e12418d6ea8791ce5896,16.76305461,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0299.9d0b292172cb787eb2ed9e8855222edd,13.74772708,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0074.9948514a1f3aac3f27ba2c20db7b0441,21.26029163,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0288.c50b1fb60cac2cca358d7543602623ee,18.41195264,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0475.f3c5fb57463eb715fa93e9ce483c49fe,13.96424004,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0393.d3a4d296a35c6a7f39429247c007eeae,18.08314132,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0081.3309521659461b743e1bfc3dc688a5f1,14.89966443,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0152.c0ea23686b9ad63dfba6040c1539da71,13.15294644,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0249.c429ab5c1413c4386bf64b228a68e768,20.4450483,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0358.8a6a162daac1368fcfe83a5db1084ee1,16.37070554,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0237.4716d6d5a4e89997c6ffc2d56951d57a,19.57038579,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0106.fa6df8609cebb6f0f37aec3f70aa5b9a,13.74772708,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0368.3a53888c2f7fbe52a7293f223375c245,17.8325545,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0383.5b89d5a9c0152070a77e133734f7cd83,25.94224354,spam
2551.3b1f94418de5bd544c977b44bcc7e740,0241.abb2882a304357a47681f887244c2f76,15.06651917,spam
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2186.9dc59321a95e53d5e0ebaf3524858913,17,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1317.1f1768dfe09568d0096b0bca8987e467,21.51743479,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2371.ae43ed9fd99265129afac0caecaaedfa,17.20465053,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0371.9d01da72c49d57814fa8a37c7b981bf1,19.02629759,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0998.9b9e34483f3588514be24dd97961764b,20.27313493,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1544.011827fa2f89828e83bae7f6995576df,23.13006701,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1852.da79f6e9c4f07174e5dec173c9481b99,21.63330765,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0137.015cd0ece1324c5514e742e224a77213,19.87460691,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0357.1dbdc4d7a9e7e290455af62c1df78649,35.665109,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0603.4582f2bcf4795cdd8136e04313f0c0fc,19.6468827,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0017.d81093a2182fc9135df6d9158a8ebfd6,20.14944168,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1224.7917f240eb278ea2028d92515d8c3dbc,21.16601049,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0792.aed10efc4504d5991f7894ffbd496ab4,18.60107524,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0475.d5afc23cfec40c4cd65198f1e88a193d,20.32240143,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1284.bacf47285c3f6a514443b4d013d5736a,21.58703314,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2071.fe91cbaba0f2ad7c725d9614721e7ab6,16.97056275,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0611.4a47b06e83edee6c61ba37d1be2a09d0,27.29468813,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0942.dde76db87ad1670783cc76def075f6c0,24.53568829,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1941.a36b85a4d1e7b2898662ebb36e7c1072,17.43559577,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1916.de9bd1f5764cf1615cfdfa0d7ecffeb1,19.49358869,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1983.d260d5a28ff1ef0d9c81e1a509d6d99f,17.29161647,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2399.8815bb6c714226c9a83ad8d743d7688d,17.32050808,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1047.816db4421a9757ddbb0acbe7baecd0b0,23.3023604,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1792.f3dfa7db118b7738bcdaa1cd81a0f1e2,17.66352173,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1445.57f9856f348cda1656331372731701eb,23.43074903,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1064.cc185e02744782aa86371b064d602e62,19.94993734,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0659.81f1a5072ceecb246d133ec78a8e33eb,21.09502311,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1232.2e3d43a305269573c1d4bd6bc0b6b103,20.174241,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0069.7173de1d2da14306c5a20e8abda7a6e2,22.60530911,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1343.c5ead41a4483bd3732e42d52c9163d24,20.4450483,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2389.af658dd4bdf389ab5277f39579e0310a,17.80449381,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1940.a50f7af9a2b291721d17dff887604026,17.74823935,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1211.84b0b651923557c12187ec32ed8d5c24,23.28089345,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0939.dea3b07c7536e3b74578ba6f878dfcba,21.11871208,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0107.2447a90f32ab7642ff8309d41c242db2,18.38477631,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2416.77fd4434a9abdaed5b53307fa16a7e2a,17.77638883,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1237.4bb6dda7449161c5c971565261b5bf22,21.86321111,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2304.50a83c8fa470ff996c268764133b19e7,23.76972865,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1223.6f20be4e92f37aaa7117c0a30a19207d,23.97915762,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2252.922a618f1b375c6392e72b0d4c61e4dc,16.673332,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0277.43d8f575fabb051cc7041c02c9f002a8,29.44486373,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2482.67146ca47d2cb5e4657d54c66bf68a69,16.73320053,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1531.fe3474ea8fb4195ac74e644161f47c76,21.58703314,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1132.44b959af317d959f6a497675f9df6444,24.53568829,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0696.5115510438ad02471df930ada920d7dc,19.46792233,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0869.3974462c46476759fb788a0b354a0f3a,31.09662361,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0933.60c6d3ae44d1762d461652d5d0ccb285,20.54263858,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2233.08aa00540e1347de9a335cc8aaf10c80,17.69180601,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1789.146b27f3890e3350b0e596b42e18a985,18.78829423,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1528.e2fa148e32e3c975b3afff6959c2ab6b,21.28379665,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0124.2912ab5571d121e3b8c32c575b2526a9,19.59591794,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0109.4ccc46c546b93015aafdfc40495f187d,20.49390153,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0562.7dea96e851b897ea041ea242a9d3c119,20.71231518,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1309.a63c188095d5f70604ec9c3a5f96ce0e,22.27105745,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0852.cab2623799815a32681d15c6c82a41c5,19.6468827,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2238.419d4e0abe0cf364cd6d518c0ae5f3be,16.76305461,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0039.5bf1ec6602c4657bac8d566604572ad5,21.54065923,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2029.5b449b4f31033db259423df004da2e00,17.02938637,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0836.249730de164ba4999f1ab6ec2d3cb2d1,20.34698995,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0335.fcbba7ed1ebfb6dc83ba2f65d555240e,23.36664289,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0924.82e1631cf6ff85106c0d301b99b4e523,21.9544984,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0868.a7f0eab61f87e815b082348fe914b86f,18.05547009,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0058.a7c28223050c35c3a22ac4e2b5969111,18.92088793,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1714.da964dedb8592fbfd3b07819607def62,19.54482029,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1180.9d441ee49eef8ba99c54ff8ec4ea9096,19.87460691,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0901.9f7871c3213d421e802debe94f33b09e,20.46948949,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0113.55a6bf6a4534d447af2060b174c0d70a,18.62793601,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1722.0ace94ca1a8eebbca0c096f2bfc89cc3,20.66397832,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0356.b70fca5029fcd82a09ec6b960f4920af,20.24845673,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0152.10d3220188413990b1deb862c509c818,19.13112647,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1876.820a9b50a434d9a0a0578ee542ad78a3,19.5192213,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1570.a0b2e109e4f244de9538fed3b472f1db,21.72556098,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1272.812e1f9e9143c336f6a351d8abf6fdc5,20.66397832,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2423.fa4019d241ed7886c8d138565751930e,17.17556404,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1438.d20859908f11db2377bf6829f79066b3,19.13112647,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0038.f2ffa1197c969d067be4d01c26fa9b5e,20.76053949,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1129.50af16cc80052d1d25f28edcd3d1f439,22,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0831.0162ac7b4cc1c62fb35803bc4e8db70d,22.7815715,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1414.c9aa0ebdc370411948a0c8bf4a7e6b14,21.28379665,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1700.5c99dfbb4caa577151e510bab9e018e4,19.31320792,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0111.e10679164e671fd9211c0303af7ee9f0,19.13112647,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1424.99bed488956252e02c4ec7ff578c42d5,20.5669638,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1628.fed40c4cb72a87d6520ca377e2c4df23,18.89444363,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0745.3e54df3c4f199b6b8aed76eefd11c660,19.92485885,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2200.866fde44a7d7ecab7c0cd1d8e84055fa,16.79285562,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1962.2fde400b715a0609b9f2150026168da1,20.42057786,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1329.e3ef761ca36621fa1095cb6f942886c9,20.51828453,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0328.dd38a12b955002695e7a0ec81129b043,19.33907961,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2127.215dcd2e641c5baa6ea7d056ebd3461d,17.97220076,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1051.cf81a19208b703f18497a0d6fedb1f13,20.73644135,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1295.0a074d85f629ec018959632659ee31ee,19.72308292,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0583.5165cf3ccd9404fade3014b0d00c97e6,21.86321111,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1947.711930fb110762620017cee7cdb93a1a,18.76166304,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1979.3e2071d1c381de05d3395a56623f39d7,16.91153453,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1028.a139c4ec44f9dd8286a8333d934ced4e,23.17326045,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1657.41457c98e0009a99d917acfbc8f229cd,21.30727575,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0607.14d2b2101e12b952f5cfe7aa92afd4a4,22.42766149,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1021.3c2dc9fee94649133426006b8ae4ac88,27.31300057,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2430.07f067ef6e156d06699718e8927d58d2,20.174241,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0812.6169d140cd30064a857c2e3ad20b31c2,20.51828453,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2408.9d2e0a6592738da2aad3f0657d436895,17.94435844,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2169.8b7b5f65ef9511d96214e3648d3956b0,16.94107435,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1961.d8777f629b1de74809f97f94180ffc00,21.33072901,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0425.bc356b284544c185e4ac9e11f4ec1d4a,19.77371993,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2177.e47377131d2204e0b6830211bd69ac40,17.02938637,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1238.af17c6dc01076c3f5fd80b0aaf13b70a,20.04993766,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1708.0c3b6a8fbd582be37cb1fc8438a3ed84,19.10497317,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1793.c20b0ff2930d9b36d7aa70e54939d12c,18.16590212,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1200.9409eddf74ede560b5e33ce381d9a00a,20.02498439,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0239.58f51c99b02fc8b49664f15a855af780,19.57038579,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2500.231666f4f5641227a17a09ba77cd5c18,18.24828759,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1167.9006901f5178e82edffb4f9167f7c586,20.63976744,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2036.6d6802d956648b98383d9188257a364f,17.43559577,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1827.9dd46d474cc33df16c9443ac6759e679,19.4422221,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1687.e69fa74557118313b26108f91a9cd6fa,19.10497317,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2133.d3d4f15eb898bffe360f99678d9cae2c,17.2626765,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0651.28519f3986ee75e6f2ccb5e51995a875,21,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0604.5ce333fc713b6c6f85386d8be149c1b4,19.6977156,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0650.98f5c18e05ccd24028b10fa7317d67e8,21.63330765,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0581.b249b5db741f2691a42653eab71795fe,19.94993734,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2167.9588865b97e81346cee53865b19d559b,17.34935157,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1034.30d39e880274b0ebb59462ddfff16880,20.59126028,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1280.542b6637621390bff1378f93bbbc8f6b,21.37755833,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1033.4155e06c0fb104b96ec6c5d656264fa7,20.61552813,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0729.70d1cec4f8f949fc7ef64fc3ed85f950,24.16609195,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2544.1a95794a767c776e71893fda91f59efb,17.34935157,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0189.01e4dc6ee1379e5ee100b4c33c9c3afd,19.36491673,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2382.58498a8689b84bdf430e14fdb44bc128,16.91153453,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0026.6baf1aea162ccb9a6e9f142c0715ceb4,20.39607805,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0013.ff597adee000d073ae72200b0af00cd1,19,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0354.297d496266df9171aace690c7483f35c,20.09975124,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1627.6e01ae785063460c6a1227465ae3c85b,19.62141687,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1225.4ce87f5bbc885a3801a23cd692038c2e,19.4422221,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2085.989d3abd458840ebc7d859721a34c40a,17.02938637,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2538.e3f596927fd5dd74ad23a0792a449241,17.60681686,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0223.a009cff7a913fae0e58d901e5e847a82,23.4520788,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1923.c70122426d8be452477bc792e6ae4a95,17.74823935,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2396.8126a8ee1ebb7fe484a5709f96192b02,16.85229955,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0564.d200fee3d675d75d79f14c8308d631d1,20,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1404.13ba0bfb3c92baa1b877b04c8da350c3,21.74856317,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1883.c01cf3c82533724234cb1e6ae871027d,19.39071943,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0456.6902449f33fafc3cf77ec2d4e2a3851e,20.24845673,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0410.a5e658e20b48409116fd339f5a8473f7,21.37755833,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1672.2c743f29bd6260387b1022d586513d02,20.63976744,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1500.2e6e497d8947d6125050b838efe4cf1f,21.16601049,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0128.f2500674ec39065ae8a1f643c7100a2b,18.27566688,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0804.7c961dbb9d03dce55e6d4330a7de92c6,18.46618531,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0731.59e8a707586a8b3cfe89bff4024dead7,20.49390153,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1276.833510ba5d9158c1172f5edf1277d41c,20.83266666,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1467.59a3ea5497660ce75f4b6c3d794cdc33,20.51828453,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1053.d961ccf25520c4e5cd4bd25b5dd08647,21.67948339,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0622.aa081cbcc4734cedebbe0084f1988921,23.08679276,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2437.35d0ef84e97135b9bbc945193344c307,18.65475811,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2294.2611a5cba9ad4cec5dc2a5c749c6238f,16.88194302,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1837.e1c6a4364e0762f323cd69d23e030fc8,17.8325545,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0663.202ef7d7fb966db47f818a7b09b89b0e,21.84032967,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0464.9699fdf835af939a7e52e229a2d62d8d,19.36491673,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1545.f12974e0310c366731631a0a62980b5c,20.85665361,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1259.d92f1723cffd8ab2d3987feec1904dfe,19.62141687,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0196.0e960d0db312a26fade743e699ac5428,18.76166304,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0229.49528f1403038d8d080420b023aa8d4f,22.09072203,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0870.e7254d91187938f2f0b2fa1ff117f822,22.4053565,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2181.3f950d2c7e806d81476ecbd529759d0e,17.1464282,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1671.a2d7c7639df071620b481223ecab75c2,21.63330765,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2042.82efc2a52ba6bb772d106cea75485b08,20.39607805,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1725.4b7434da4269db27bd237dde1d03db92,25.19920634,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0710.3005b6bc245758d98c9a9626c1de69a7,22.04540769,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1834.48b91fabd8e14b220898d3daef4ff0b1,19.36491673,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0609.2b39e149425abf7a4a84933aad236189,21.72556098,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2031.81bbf025232d0d1f70571c9169091565,17.34935157,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1270.d5c74ed6ae742bd031a65859f584f024,20.90454496,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0355.2d1f5d2164caea679047233e08a10a58,21.26029163,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0835.21423890177aefe5eae8d27d8f18735d,19.33907961,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0542.9a7c09acf3e7748e4ae90a48959e731f,18.76166304,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2313.bb42a208d00004e3e915fbb9e098585d,17.11724277,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1955.29f186d81a38a1a4a249c7d84182bb90,17.40689519,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0285.c50f8a5a908e21636fe71e522c3e462a,22.86919325,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0380.7479693323d404f78e18d20d3b677e14,30.19933774,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2191.7e6d60764803b91bc8811ea198a3b80d,16.79285562,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2087.0bfbd54693a9c1b9898c96b430865d13,16.97056275,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0849.84e6b16e331d3e5bcd798ca0f5374624,18.94729532,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0759.063f18d8df64aaf029d8d9925828b52c,20.37154879,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1020.7fdf27321484091bd72c08886ab53262,21.28379665,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0529.39faaedc75738c375b3de0c0a5766498,18.22086716,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0235.3c824d680d31b3710d8f3475730dc42d,35.32704347,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0785.87d89ef541ee6678a7ec3e7009bebffb,20.5669638,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0112.b6c2ea75f9f7efcd3d0e4c43a751479c,21.74856317,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0714.7f83c20969cae40090108707e0bd7cef,23.08679276,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2367.4c7d1d3b8b2f0467a4ed5e9ef5f17980,16.97056275,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1472.817651cadec68cf13d9b23d336825269,20.24845673,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1221.a0bef61f14f60b8a74f76f6a20651731,19.97498436,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0706.ef90d85cf26d95101f9f5071ac457a81,20.0748599,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0722.8aba37e84c5a58cdfe72fc9ed03089ae,20.34698995,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1975.a7abcc87330dc1705f587b11d38d4cca,16.85229955,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1107.7f3b20213d2397c966dfc7defebee2e7,22.24859546,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1626.3c8c730d8741c9357da8984dd1057665,20.71231518,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2168.78d5d7b3c85d3215edefae196a24bb30,16.88194302,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1917.ad9c0d9da9c49cf27bfb916fb6506594,19.02629759,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1618.07459a459f6163e2dd40cbd207ee6ba5,19.28730152,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2160.51e6e82e73593cb2317ebea3b7301b65,17.11724277,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0418.c0b6aa880f0653a8cef85a9bfb1af86c,20.04993766,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0883.1c07a9bc574c386fbd893edbb24ea4e6,21.26029163,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0613.78f3bc8ff059d262ac436be34a962c6b,19.59591794,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0747.0ae2c1995e3f8c30bd2f69a5e51196ba,20.46948949,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1659.e94135f919552d1bc8bf35f0a84b483c,19.39071943,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1451.64eda615fc56b4bbfdce6291a59c12f4,22.13594362,ham
0499.4a17fbd7fe71705e09b4dd2e24d802dd,0733.782a236e90e0e7a55b3c67be6f7bef23,19.02629759,ham
